date,product,feature,region,team,role,usage,sentiment,support_tickets,anomaly_flag,missing_data_flag,time_lag_flag,conflicting_signal_flag,subtle_pattern_flag
2025-08-31,Dynamics 365,Auto Insights,Europe,Sales,GPM,92,0.38,2,0,0,0,0,0
2025-08-31,Dynamics 365,Auto Insights,Asia,Support,PM,99,0.4,2,0,0,0,0,0
2025-08-31,Dynamics 365,Auto Insights,LATAM,Sales,PM,85,0.85,6,0,0,0,0,0
2025-08-31,Dynamics 365,Predictive Alerts,North America,PM,Director,100,1.08,4,0,0,0,0,0
2025-08-31,Dynamics 365,Predictive Alerts,Europe,Sales,PM,103,0.69,3,0,0,0,0,0
2025-08-31,Dynamics 365,Predictive Alerts,Asia,Support,Director,80,0.56,4,0,0,0,0,0
2025-08-31,Dynamics 365,Predictive Alerts,LATAM,Engineering,Director,96,0.77,4,0,0,0,0,0
2025-08-31,Dynamics 365,Workflow Automation,North America,Support,CVP,113,0.71,1,0,0,0,0,0
2025-08-31,Dynamics 365,Workflow Automation,Europe,Support,CVP,102,0.55,6,0,0,0,0,0
2025-08-31,Dynamics 365,Workflow Automation,Asia,Support,GPM,94,0.98,9,0,0,0,0,0
2025-08-31,Dynamics 365,Workflow Automation,LATAM,PM,CVP,88,0.65,2,0,0,0,0,0
2025-08-30,Azure AI,Copilot Chat,North America,Sales,GPM,82,0.92,6,0,0,0,0,0
2025-08-30,Azure AI,Copilot Chat,Europe,Support,CVP,127,0.46,1,0,0,0,1,0
2025-08-30,Azure AI,Copilot Chat,Asia,Engineering,Director,108,0.81,7,1,0,0,0,0
2025-08-30,Azure AI,Copilot Chat,LATAM,Support,GPM,95,0.64,6,0,0,0,0,0
2025-08-30,Azure AI,Auto Insights,North America,Sales,Director,95,0.71,5,0,1,0,0,0
2025-08-30,Azure AI,Auto Insights,Europe,Sales,CVP,104,0.8,3,0,0,0,0,0
2025-08-30,Azure AI,Auto Insights,Asia,Sales,GPM,107,0.63,7,0,0,0,0,0
2025-08-30,Azure AI,Auto Insights,LATAM,Sales,GPM,93,0.76,10,1,0,0,0,0
2025-08-30,Azure AI,Predictive Alerts,North America,Engineering,Director,112,0.82,3,0,0,0,0,0
2025-08-30,Azure AI,Predictive Alerts,Europe,Support,PM,87,0.11,5,1,0,0,0,0
2025-08-30,Azure AI,Predictive Alerts,Asia,PM,Director,94,0.85,8,0,0,0,0,0
2025-08-30,Azure AI,Predictive Alerts,LATAM,PM,GPM,97,0.8,4,1,0,0,0,0
2025-08-30,Azure AI,Workflow Automation,North America,PM,PM,82,0.83,1,0,0,0,0,0
2025-08-30,Azure AI,Workflow Automation,Europe,Engineering,GPM,93,0.89,8,0,0,0,0,0
2025-08-30,Azure AI,Workflow Automation,Asia,Sales,PM,114,1.14,4,0,0,0,0,0
2025-08-30,Azure AI,Workflow Automation,LATAM,Sales,CVP,101,0.44,4,0,0,0,0,0
2025-08-30,Power Platform,Copilot Chat,North America,PM,CVP,94,0.57,4,0,0,0,0,0
2025-08-30,Power Platform,Copilot Chat,Europe,Sales,CVP,85,0.7,9,0,0,0,0,0
2025-08-30,Power Platform,Copilot Chat,Asia,PM,GPM,104,0.89,8,0,0,0,0,0
2025-08-30,Power Platform,Copilot Chat,LATAM,Engineering,PM,98,0.95,3,0,0,0,0,0
2025-08-30,Power Platform,Auto Insights,North America,Sales,GPM,112,0.63,5,0,0,0,0,0
2025-08-30,Power Platform,Auto Insights,Europe,PM,CVP,104,1.12,5,0,0,0,0,0
2025-08-30,Power Platform,Auto Insights,Asia,Engineering,GPM,111,0.39,1,0,0,0,0,0
2025-08-30,Power Platform,Auto Insights,LATAM,Engineering,CVP,101,0.47,1,1,0,0,0,0
2025-08-30,Power Platform,Predictive Alerts,North America,PM,CVP,94,0.72,2,0,0,0,0,0
2025-08-30,Power Platform,Predictive Alerts,Europe,Support,CVP,93,1.01,5,0,0,1,0,0
2025-08-30,Power Platform,Predictive Alerts,Asia,Sales,CVP,112,0.73,4,0,0,0,0,0
2025-08-30,Power Platform,Predictive Alerts,LATAM,PM,CVP,108,0.75,7,0,0,0,0,0
2025-08-30,Power Platform,Workflow Automation,North America,Sales,Director,87,0.78,5,0,0,0,0,0
2025-08-30,Power Platform,Workflow Automation,Europe,PM,Director,99,0.98,2,0,0,0,0,0
2025-08-30,Power Platform,Workflow Automation,Asia,Sales,GPM,101,1.1,4,0,0,0,0,0
2025-08-30,Power Platform,Workflow Automation,LATAM,Support,CVP,98,0.7,6,0,0,1,0,0
2025-08-30,Dynamics 365,Copilot Chat,North America,Engineering,Director,102,1.1,4,0,0,1,0,0
2025-08-30,Dynamics 365,Copilot Chat,Europe,PM,Director,108,0.43,5,0,0,0,0,0
2025-08-30,Dynamics 365,Copilot Chat,Asia,Support,Director,96,0.83,4,0,0,0,0,0
2025-08-30,Dynamics 365,Copilot Chat,LATAM,Engineering,GPM,105,0.45,4,0,0,0,0,0
2025-08-30,Dynamics 365,Auto Insights,North America,PM,GPM,123,0.94,5,0,0,0,0,0
2025-08-30,Dynamics 365,Auto Insights,Europe,Sales,GPM,91,0.58,1,0,0,1,0,0
2025-08-30,Dynamics 365,Auto Insights,Asia,PM,PM,102,0.81,9,0,0,0,0,0
2025-08-30,Dynamics 365,Auto Insights,LATAM,Sales,CVP,95,1.23,2,0,0,0,0,0
2025-08-30,Dynamics 365,Predictive Alerts,North America,Support,CVP,110,0.95,6,0,0,0,0,0
2025-08-30,Dynamics 365,Predictive Alerts,Europe,Sales,PM,101,0.49,4,0,0,1,0,0
2025-08-30,Dynamics 365,Predictive Alerts,Asia,PM,CVP,91,0.83,5,0,0,0,0,0
2025-08-30,Dynamics 365,Predictive Alerts,LATAM,Sales,PM,97,0.79,4,0,0,1,0,0
2025-08-30,Dynamics 365,Workflow Automation,North America,Sales,CVP,75,0.38,5,0,0,0,0,0
2025-08-30,Dynamics 365,Workflow Automation,Europe,Engineering,Director,106,0.86,7,0,0,0,0,0
2025-08-30,Dynamics 365,Workflow Automation,Asia,Support,CVP,106,0.83,6,0,0,0,0,0
2025-08-30,Dynamics 365,Workflow Automation,LATAM,Sales,GPM,92,0.72,7,0,0,0,0,0
2025-08-29,Azure AI,Copilot Chat,North America,Sales,GPM,87,0.6,9,0,0,0,0,0
2025-08-29,Azure AI,Copilot Chat,Europe,Support,CVP,93,0.53,5,0,0,0,0,0
2025-08-29,Azure AI,Copilot Chat,Asia,Sales,PM,105,0.67,7,0,0,0,0,0
2025-08-29,Azure AI,Copilot Chat,LATAM,Sales,Director,100,0.59,6,0,0,0,0,0
2025-08-29,Azure AI,Auto Insights,North America,Sales,GPM,99,0.89,3,1,0,0,0,0
2025-08-29,Azure AI,Auto Insights,Europe,Sales,GPM,103,0.44,2,1,0,0,0,0
2025-08-29,Azure AI,Auto Insights,Asia,Engineering,CVP,106,0.48,6,0,0,0,0,0
2025-08-29,Azure AI,Auto Insights,LATAM,Engineering,PM,106,0.52,1,0,0,0,0,0
2025-08-29,Azure AI,Predictive Alerts,North America,Sales,GPM,125,0.62,3,0,0,0,0,0
2025-08-29,Azure AI,Predictive Alerts,Europe,Sales,GPM,117,0.78,3,0,0,0,0,0
2025-08-29,Azure AI,Predictive Alerts,Asia,Engineering,Director,92,0.77,1,0,0,0,0,0
2025-08-29,Azure AI,Predictive Alerts,LATAM,Sales,Director,80,0.81,9,0,0,0,0,0
2025-08-29,Azure AI,Workflow Automation,North America,PM,CVP,107,0.66,8,0,0,0,0,0
2025-08-29,Azure AI,Workflow Automation,Europe,Support,Director,98,0.58,5,0,0,0,0,0
2025-08-29,Azure AI,Workflow Automation,Asia,Sales,Director,79,0.6,3,0,0,0,0,0
2025-08-29,Azure AI,Workflow Automation,LATAM,Sales,Director,114,0.99,4,0,0,0,0,0
2025-08-29,Power Platform,Copilot Chat,North America,Engineering,CVP,96,0.57,7,0,0,0,0,0
2025-08-29,Power Platform,Copilot Chat,Europe,Engineering,PM,90,0.9,8,0,0,0,0,0
2025-08-29,Power Platform,Copilot Chat,Asia,Support,GPM,89,0.9,3,0,0,0,0,0
2025-08-29,Power Platform,Copilot Chat,LATAM,Engineering,PM,96,0.88,4,0,0,0,0,0
2025-08-29,Power Platform,Auto Insights,North America,Engineering,GPM,102,0.97,7,0,0,0,0,0
2025-08-29,Power Platform,Auto Insights,Europe,PM,PM,95,0.23,5,0,0,0,0,0
2025-08-29,Power Platform,Auto Insights,Asia,PM,GPM,81,1.11,2,0,0,0,0,0
2025-08-29,Power Platform,Auto Insights,LATAM,PM,CVP,110,0.89,7,0,0,0,0,0
2025-08-29,Power Platform,Predictive Alerts,North America,Engineering,GPM,115,0.87,3,0,0,0,0,0
2025-08-29,Power Platform,Predictive Alerts,Europe,Sales,Director,95,0.25,3,0,0,0,0,0
2025-08-29,Power Platform,Predictive Alerts,Asia,Support,GPM,106,0.83,1,0,0,0,0,0
2025-08-29,Power Platform,Predictive Alerts,LATAM,Engineering,GPM,81,0.47,8,0,0,0,0,0
2025-08-29,Power Platform,Workflow Automation,North America,Support,PM,108,0.86,5,0,0,0,0,0
2025-08-29,Power Platform,Workflow Automation,Europe,Engineering,Director,91,0.76,3,0,0,0,0,0
2025-08-29,Power Platform,Workflow Automation,Asia,Sales,CVP,105,0.89,5,0,0,0,0,0
2025-08-29,Power Platform,Workflow Automation,LATAM,PM,PM,93,0.48,5,0,0,0,0,0
